1,1,38.3,72,30,4,3,3,2,3,3,3,2,1, ?,3,5,43,7,2,3.9,1
1,1,37.8,48,12,3,1,1,1, ?,3,2,1,1, ?,1,3,37,5.5,2,1.3,1
1,1, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?,2
2,1,37.7,48, ?,2,1,1,1,1,1,1,1,1, ?, ?, ?,45,76, ?, ?,1
2,1,37.7,96,30,3,3,4,2,5,4,4,3,2,4,4,5,66,7.5, ?, ?,2
2,1,37.2,108,12,3,3,4,2,2,4,2, ?,3,6,3,3,52,8.2,3,7.4,3
1,1,37.2,60, ?,2,1,1,1,3,3,3,2,1, ?,4,5,43,6.6, ?, ?,1
1,1,38.2,64,28,1,1,1,1,3,1, ?, ?, ?, ?,4,4,49,8.6,2,6.6,1
1,1, ?,100,30,3,3,4,2,5,4,4,3,3, ?,4,4,52,6.6, ?, ?,1
2,1, ?,104,24,4,3,3,2,4,4,3, ?,3, ?, ?,2,73,8.4, ?, ?,3
2,1,38.3,112,16, ?,3,5,2, ?, ?,1,1,2, ?, ?,5,51,6,2,1,3
1,1,37.8,72, ?, ?,3, ?,1,5,3,1, ?,1, ?,1,1,56,80,1,2,1
2,1,38.6,52, ?,1,1,1,1,3,3,2,1,1, ?,1,3,32,6.6,1,5,1
1,9,39.2,146,96, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?,2
1,1, ?,88, ?,3,3,6,2,5,3,3,1,3, ?,4,5,63,6.5,3, ?,2
2,9,39,150,72, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?,47,8.5, ?,0.1,1
2,1,38,60,12,3,1,3,1,3,3,1,1,1, ?,2,2,47,7, ?, ?,1
1,1, ?,120, ?,3,4,4,1,4,4,4,1,1, ?, ?,5,52,67,2,2,3
1,1,35.4,140,24,3,3,4,2,4,4, ?,2,1, ?, ?,5,57,69,3,2,3
2,1, ?,120, ?,4,3,4,2,5,4,4,1,1, ?,4,5,60,6.5,3, ?,2
1,1,37.9,60,15,3, ?,4,2,5,4,4,2,2, ?,4,5,65,7.5, ?, ?,1
2,1,37.5,48,16,1,1,1,1,1,1,1,1,1, ?,1, ?,37,6.5, ?, ?,1
1,1,38.9,80,44,3,3,3,2,2,3,3,2,2,7,3,1,54,6.5,3, ?,2
2,1,37.2,84,48,3,3,5,2,4,1,2,1,2, ?,2,1,73,5.5,2,4.1,2
2,1,38.6,46, ?,1,1,2,1,1,3,2,1,1, ?, ?,2,49,9.1,1,1.6,1
1,1,37.4,84,36,1, ?,3,2,3,3,2, ?, ?, ?,4,5, ?, ?,3, ?,2
2,1, ?, ?, ?,1,1,3,1,1,3,1, ?, ?, ?,2,2,43,7.7, ?, ?,1
2,1,38.6,40,20, ?, ?, ?,1, ?, ?, ?, ?, ?, ?, ?, ?,41,6.4, ?, ?,1
2,1,40.3,114,36,3,3,1,2,2,3,3,2,1,7,1,5,57,8.1,3,4.5,3
1,9,38.6,160,20,3, ?,5,1,3,3,4,3, ?, ?,4, ?,38, ?,2, ?,2
1,1, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?,24,6.7, ?, ?,1
1,1, ?,64,36,2, ?,2,1,5,3,3,2,2, ?, ?, ?,42,7.7, ?, ?,2
1,1, ?, ?,20,4,3,3, ?,5,4,3,2, ?, ?,4,4,53,5.9,3, ?,2
2,1, ?,96, ?,3,3,3,2,5,4,4,1,2, ?,4,5,60, ?, ?, ?,2
2,1,37.8,48,32,1,1,3,1,2,1, ?,1,1, ?,4,5,37,6.7, ?, ?,1
2,1,38.5,60, ?,2,2,1,1,1,2,2,2,1, ?,1,1,44,7.7, ?, ?,1
1,1,37.8,88,22,2,1,2,1,3, ?, ?,2, ?, ?,4, ?,64,8,1,6,2
2,1,38.2,130,16,4,3,4,2,2,4,4,1,1, ?, ?, ?,65,82,2,2,3
1,1,39,64,36,3,1,4,2,3,3,2,1,2,7,4,5,44,7.5,3,5,1
1,1, ?,60,36,3,1,3,1,3,3,2,1,1, ?,3,4,26,72,2,1,1
2,1,37.9,72, ?,1,1,5,2,3,3,1,1,3,2,3,4,58,74,1,2,1
2,1,38.4,54,24,1,1,1,1,1,3,1,2,1, ?,3,2,49,7.2,1, ?,1
2,1, ?,52,16,1, ?,3,1, ?, ?, ?,2,3,5.5, ?, ?,55,7.2, ?, ?,1
2,1,38,48,12,1,1,1,1,1,3, ?,1,1, ?,3,2,42,6.3,2,4.1,1
2,1,37,60,20,3, ?, ?,1,3, ?,3,2,2,4.5,4,4,43,7.6, ?, ?,3
1,1,37.8,48,28,1,1,1,1,1,2,1,2, ?, ?,1,1,46,5.9,2,7,1
1,1,37.7,56, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?,2
1,1,38.1,52,24,1,1,5,1,4,3,1,2,3,7,1, ?,54,7.5,2,2.6,2
1,9, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?,37,4.9, ?, ?,2
1,9,39.7,100, ?,3,3,5,2,2,3, ?, ?, ?, ?, ?, ?,48,57,2,2,3
1,1,37.6,38,20,3,3,1,1,3,3,2, ?, ?, ?,3, ?,37,68, ?, ?,1
2,1,38.7,52,20,2, ?,1,1,1,1,1,1,1, ?,1,1,33,77, ?, ?,1
1,1, ?, ?, ?,3,3,3,3,5,3,3,3,2, ?,4,5,46,5.9, ?, ?,2
1,1,37.5,96,18,1,3,6,2,3,4,2,2,3,5, ?,4,69,8.9,3, ?,1
1,1,36.4,98,35,3,3,4,1,4,3,2, ?, ?, ?,4,4,47,6.4,3,3.6,2
1,1,37.3,40, ?, ?,3,1,1,2,3,2,3,1, ?,3,5,36, ?,3,2,1
1,9,38.1,100,80,3,1,2,1,3,4,1, ?, ?, ?,1, ?,36,5.7, ?, ?,1
1,1,38, ?,24,3,3,6,2,5, ?,4,1,1, ?, ?, ?,68,7.8, ?, ?,2
1,1,37.8,60,80,1,3,2,2,2,3,3, ?,2,5.5,4, ?,40,4.5,2, ?,1
2,1,38,54,30,2,3,3,3,3,1,2,2,2, ?, ?,4,45,6.2, ?, ?,1
1,1, ?,88,40,3,3,4,2,5,4,3,3, ?, ?,4,5,50,7.7,3,1.4,2
2,1, ?,40,16, ?, ?, ?,1, ?, ?, ?, ?, ?, ?, ?, ?,50,7,2,3.9,3
2,1,39,64,40,1,1,5,1,3,3,2,2,1, ?,3,3,42,7.5,2,2.3,1
2,1,38.3,42,10,1,1,1,1,1,1,1, ?, ?, ?, ?, ?,38,61, ?, ?,1
2,1,38,52,16, ?, ?, ?, ?,2, ?, ?, ?,3,1,1,1,53,86, ?, ?,1
2,1,40.3,114,36,3,3,1,2,2,3,3,2,1,7,1,5,57,8.1,3,4.5,2
2,1,38.8,50,20,3,1,1,1,1,1,1,2,1, ?,3,1,42,6.2, ?, ?,1
2,1, ?, ?, ?,3,3,1,1,5,3,3,1,1, ?,4,5,38,6.5, ?, ?,2
2,1,37.5,48,30,4,1,3,1, ?,2,1,1,1, ?,1,1,48,8.6, ?, ?,1
1,1,37.3,48,20, ?,1,2,1,3,3,3,2,1, ?,3,5,41,69, ?, ?,1
2,1, ?,84,36, ?, ?,3,1, ?,3,1,2,1, ?,3,2,44,8.5, ?, ?,1
1,1,38.1,88,32,3,3,4,1,2,3,3, ?,3,1,4,5,55,60, ?, ?,3
2,1,37.7,44,40,2,1,3,1,1,3,2,1,1, ?,1,5,41,60, ?, ?,1
2,1,39.6,108,51,3,3,6,2,2,4,3,1,2, ?,3,5,59,8,2,2.6,1
1,1,38.2,40,16,3,3,1,1,1,3, ?, ?, ?, ?,1,1,34,66, ?, ?,1
1,1, ?,60,20,4,3,4,2,5,4, ?, ?,1, ?,4,5, ?, ?, ?, ?,3
2,1,38.3,40,16,3, ?,1,1,2, ?, ?, ?, ?, ?, ?, ?,37,57, ?, ?,1
1,9,38,140,68,1,1,1,1,3,3,2, ?, ?, ?,2,1,39,5.3, ?, ?,1
1,1,37.8,52,24,1,3,3,1,4,4,1,2,3,5.7,2,5,48,6.6,1,3.7,2
1,1, ?,70,36,1, ?,3,2,2,3,2,2, ?, ?,4,5,36,7.3, ?, ?,1
1,1,38.3,52,96, ?,3,3,1, ?, ?, ?,1,1, ?,1, ?,43,6.1, ?, ?,1
2,1,37.3,50,32,1,1,3,1,1,3,2, ?, ?, ?,1, ?,44,7, ?, ?,1
1,1,38.7,60,32,4,3,2,2,4,4,4, ?, ?, ?,4,5,53,64,3,2,3
1,9,38.4,84,40,3,3,2,1,3,3,3,1,1, ?, ?, ?,36,6.6,2,2.8,2
1,1, ?,70,16,3,4,5,2,2,3,2,2,1, ?,4,5,60,7.5, ?, ?,2
1,1,38.3,40,16,3, ?, ?,1,1,3,2, ?, ?, ?, ?, ?,38,58,1,2,1
1,1, ?,40, ?,2,1,1,1,1,3,1,1,1, ?, ?,5,39,56, ?, ?,1
1,1,36.8,60,28, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?,10,2
1,1,38.4,44,24,3, ?,4, ?,5,4,3,2,1, ?,4,5,50,77, ?, ?,1
2,1, ?, ?,40,3,1,1,1,3,3,2, ?, ?, ?, ?, ?,45,70, ?, ?,1
1,1,38,44,12,1,1,1,1,3,3,3,2,1, ?,4,5,42,65, ?, ?,1
2,1,39.5, ?, ?,3,3,4,2,3,4,3, ?,3,5.5,4,5, ?,6.7,1, ?,3
1,1,36.5,78,30,1, ?,1,1,5,3,1, ?,1, ?, ?, ?,34,75,2,1,1
2,1,38.1,56,20,2,1,2,1,1,3,1,1,1, ?, ?, ?,46,70, ?, ?,1
1,1,39.4,54,66,1,1,2,1,2,3,2,1,1, ?,3,4,39,6,2, ?,1
1,1,38.3,80,40, ?, ?,6,2,4,3,1, ?,2, ?,1,4,67,10.2,2,1,3
2,1,38.7,40,28,2,1,1,1,3,1,1, ?, ?, ?,1, ?,39,62,1,1,1
1,1,38.2,64,24,1,1,3,1,4,4,3,2,1, ?,4,4,45,7.5,1,2,2
2,1,37.6,48,20,3,1,4,1,1,1,3,2,1, ?,1,1,37,5.5, ?, ?,3
1,1,38,42,68,4,1,1,1,3,3,2,2,2, ?,4,4,41,7.6, ?, ?,1
1,1,38.7, ?, ?,3,1,3,1,5,4,2, ?, ?, ?, ?, ?,33,6.5,2, ?,1
1,1,37.4,50,32,3,3, ?,1,4,4,1,2,1, ?,1, ?,45,7.9,2,1,1
1,1,37.4,84,20, ?, ?,3,1,2,3,3, ?, ?, ?, ?, ?,31,61, ?,1,3
1,1,38.4,49, ?, ?, ?,1,1, ?, ?,1,2,1, ?, ?, ?,44,7.6, ?, ?,1
1,1,37.8,30,12, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?,2
2,1,37.6,88,36,3,1,1,1,3,3,2,1,3,1.5, ?, ?,44,6, ?, ?,2
2,1,37.9,40,24,1,1,1,1,2,3,1, ?, ?, ?, ?,3,40,5.7, ?, ?,1
1,1, ?,100, ?,3, ?,4,2,5,4, ?,2, ?, ?,2, ?,59,6.3, ?, ?,2
1,9,38.1,136,48,3,3,3,1,5,1,3,2,2,4.4,2, ?,33,4.9,2,2.9,2
1,1, ?, ?, ?,3,3,3,2,5,3,3,3,2, ?,4,5,46,5.9, ?, ?,2
1,1,38,48, ?,1,1,1,1,1,2,4,2,2, ?,4,5, ?, ?, ?, ?,1
2,1,38,56, ?,1,2,3,1,1,1,1,1,1, ?,1,1,42,71, ?, ?,1
2,1,38,60,32,1,1, ?,1,3,3, ?,1,1, ?, ?, ?,50,7,1,1,1
1,1,38.1,44,9,3,1,1,1,2,2,1,1,1, ?,4,5,31,7.3, ?, ?,1
2,1,36,42,30, ?, ?,5,1, ?, ?, ?, ?, ?, ?, ?, ?,64,6.8, ?, ?,2
1,1, ?,120, ?,4,3,6,2,5,4,4, ?, ?, ?,4,5,57,4.5,3,3.9,2
1,1,37.8,48,28,1,1,1,2,1,2,1,2, ?, ?,1,1,46,5.9,2,7,1
1,1,37.1,84,40,3,3,6,1,2,4,4,3,2,2,4,5,75,81, ?, ?,3
2,1, ?,80,32,3,3,2,1,2,3,3,2,1, ?,3, ?,50,80, ?, ?,1
1,1,38.2,48, ?,1,3,3,1,3,4,4,1,3,2,4,5,42,71, ?, ?,1
2,1,38,44,12,2,1,3,1,3,4,3,1,2,6.5,1,4,33,6.5, ?, ?,2
1,1,38.3,132, ?, ?,3,6,2,2,4,2,2,3,6.2,4,4,57,8, ?,5.2,1
2,1,38.7,48,24, ?, ?, ?, ?,1,1, ?,1,1, ?,1, ?,34,63, ?, ?,1
2,1,38.9,44,14,3,1,1,1,2,3,2, ?, ?, ?, ?,2,33,64, ?, ?,1
1,1,39.3, ?, ?,4,3,6,2,4,4,2,1,3,4,4,4,75, ?,3,4.3,2
1,1, ?,100, ?,3,3,4,2, ?,4,4,2,1,2, ?, ?,68,64,3,2,1
2,1,38.6,48,20,3,1,1,1,1,3,2,2,1, ?,3,2,50,7.3,1, ?,1
2,1,38.8,48,40,1,1,3,1,3,3,4,2, ?, ?, ?,5,41,65, ?, ?,1
2,1,38,48,20,3,3,4,1,1,4,2,2, ?,5, ?,2,49,8.3,1, ?,1
2,1,38.6,52,20,1,1,1,1,3,3,2,1,1, ?,1,3,36,6.6,1,5,1
1,1,37.8,60,24,1, ?,3,2, ?,4,4,2,3,2, ?,5,52,75, ?, ?,3
2,1,38,42,40,3,1,1,1,3,3,1, ?, ?, ?, ?, ?, ?, ?, ?, ?,1
2,1, ?, ?,12,1,1,2,1,2,1,2,3,1, ?,1,3,44,7.5,2, ?,1
1,1, ?, ?, ?, ?, ?, ?, ?,4, ?, ?,1,1, ?, ?,5,35,58,2,1,1
1,1,38.3,42,24, ?, ?, ?,1, ?, ?, ?, ?, ?, ?, ?, ?,40,8.5, ?, ?,2
2,1,39.5,60,10,3, ?, ?,2,3,3,2,2,1, ?,3, ?,38,56,1, ?,1
1,1,38,66,20,1,3,3,1,5,3,1,1,1, ?,3, ?,46,46,3,2,3
1,1,38.7,76, ?,1,1,5,2,3,3,2,2,2, ?,4,4,50,8, ?, ?,1
1,1,39.4,120,48, ?, ?,5,1, ?,3,3,1, ?, ?,4, ?,56,64,1,2,3
1,1,38.3,40,18,1,1,1,1,3,1,1, ?, ?, ?,2,1,43,5.9,1, ?,1
2,1, ?,44,24,1,1,1,1,3,3,1,2,1, ?, ?,1, ?,6.3, ?, ?,1
1,1,38.4,104,40,1,1,3,1,2,4,2,2,3,6.5, ?,4,55,8.5, ?, ?,1
1,1, ?,65,24, ?, ?, ?,2,5, ?,4,3,1, ?, ?,5, ?, ?, ?, ?,3
2,1,37.5,44,20,1,1,3,1, ?,1,1, ?, ?, ?,1, ?,35,7.2, ?, ?,1
2,1,39,86,16,3,3,5, ?,3,3,3, ?,2, ?, ?, ?,68,5.8,3,6,2
1,1,38.5,129,48,3,3,3,1,2,4,3,1,3,2, ?, ?,57,66,3,2,1
1,1, ?,104, ?,3,3,5,2,2,4,3, ?,3, ?,4,4,69,8.6,2,3.4,2
2,1, ?, ?, ?,3,4,6, ?,4, ?,4, ?, ?, ?, ?, ?, ?, ?, ?, ?,2
1,1, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?,1
1,1,38.2,60,30,1,1,3,1,3,3,1,2,1, ?,3,2,48,66, ?, ?,1
1,1, ?,68,14, ?, ?,4,1,4, ?, ?, ?,1,4.3, ?, ?, ?, ?,2,2.8,2
1,1, ?,60,30,3,3,4,2,5,4,4,1,1, ?,4, ?,45,70,3,2,1
2,1,38.5,100, ?,3,3,5,2,4,3,4,2,1, ?,4,5, ?, ?, ?, ?,3
1,1,38.4,84,30,3,1,5,2,4,3,3,2,3,6.5,4,4,47,7.5,3, ?,2
2,1,37.8,48,14, ?, ?,1,1,3, ?,2,1,3,5.3,1, ?,35,7.5, ?, ?,1
1,1,38, ?,24,3,3,6,2,5, ?,4,1,1, ?, ?, ?,68,7.8, ?, ?,2
2,1,37.8,56,16,1,1,2,1,2,1,1,2,1, ?,1, ?,44,68,1,1,1
2,1,38.2,68,32,2,2,2,1,1,1,1,3,1, ?,1,1,43,65, ?, ?,1
1,1,38.5,120,60,4,3,6,2, ?,3, ?, ?, ?, ?, ?, ?,54, ?, ?, ?,1
1,1,39.3,64,90,2,3,1,1, ?,3,1,1,2, ?, ?, ?,39,6.7, ?, ?,1
1,1,38.4,80,30,4,3,1,1,3,3,3,3,3, ?,4,5,32,6.1,3,4.3,1
1,1,38.5,60, ?,1,1, ?,1, ?,1,1, ?, ?, ?, ?, ?,33,53,1, ?,1
1,1,38.3,60,16,3,1,1,1,2,1,1,2,2,3,1,4,30,6,1,3,1
1,1,37.1,40,8, ?,1,4,1,3,3,1,1,1, ?,3,3,23,6.7,3, ?,1
2,9, ?,100,44,2,1,1,1,4,1,1, ?, ?, ?,1, ?,37,4.7, ?, ?,1
1,1,38.2,48,18,1,1,1,1,3,3,3,1,2, ?,4, ?,48,74,1,2,1
1,1, ?,60,48,3,3,4,2,4,3,4, ?, ?, ?, ?, ?,58,7.6, ?, ?,2
2,1,37.9,88,24,1,1,2,1,2,2,1, ?, ?, ?,4,1,37,56, ?, ?,1
2,1,38,44,12,3,1,1, ?, ?,1,2, ?, ?, ?,1, ?,42,64, ?, ?,1
2,1,38.5,60,20,1,1,5,2,2,2,1,2,1, ?,2,3,63,7.5,2,2.3,3
2,1,38.5,96,36,3,3, ?,2,2,4,2,1,2, ?,4,5,70,8.5, ?, ?,2
2,1,38.3,60,20,1,1,1,2,1,3,1, ?, ?, ?,3, ?,34,66, ?, ?,1
2,1,38.5,60,40,3,1,2,1,2,1,2, ?, ?, ?,3,2,49,59, ?, ?,1
1,1,37.3,48,12,1, ?,3,1,3,1,3,2,1, ?,3,3,40,6.6,2, ?,1
1,1,38.5,86, ?,1,1,3,1,4,4,3,2,1, ?,3,5,45,7.4,1,3.4,2
1,1,37.5,48,40, ?, ?, ?, ?, ?, ?, ?,1,1, ?, ?,5,41,55,3,2,3
2,1,37.2,36,9,1,1,1,1,2,3,1,2,1, ?,4,1,35,5.7, ?, ?,1
1,1,39.2, ?,23,3,1,3,1,4,4,2,2, ?, ?, ?, ?,36,6.6,1,3,1
2,1,38.5,100, ?,3,3,5,2,4,3,4,2,1, ?,4,5, ?, ?, ?, ?,3
1,1,38.5,96,30,2,3,4,2,4,4,3,2,1, ?,3,5,50,65, ?, ?,1
1,1, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?,45,8.7, ?, ?,2
1,1,37.8,88,80,3,3,5,2, ?,3,3,2,3, ?,4,5,64,89, ?, ?,3
2,1,37.5,44,10,3,1,1,1,3,1,2,2, ?, ?,3,3,43,51,1,1,1
1,1,37.9,68,20, ?,1,2,1,2,4,2, ?, ?, ?,1,5,45,4,3,2.8,2
